message,freq,data,authors,retweeted_authors
"rt @bonacinijmluca: ""loro hanno le armi
si fottano, noi abbiamo lo campagne"" @charlieebdo #pasocial #parisattacks https://t.co/bb2axpvmwp",1,2015-11-17,mila_lucisano,
rt @breakingnewsit: da pochi minuti #nonstopnews e #pasocial nelle tendenze twitter!,1,2015-11-17,fdicos10,
"rt @bresciamobilita: ""#bresciamobilita é stata la prima azienda di #tpl in italia ad utilizzare @whatsapp come canale di customer care"" #pa…",1,2015-11-17,AndMarru,
rt @bresciamobilita: domani saremo agli “stati generali della nuova comunicazione pubblica” - segui l’evento con #pasocial #socialmedia htt…,1,2015-11-17,fdicos10,
"rt @bresciamobilita: #pasocial tavola rotonda ""con i social nuovi servizi e più trasparenza per i cittadini"", l'esperienza di #brescia http…",1,2015-11-17,CittadinidiTwtt,
rt @budax81: #pasocial https://t.co/959houw1be …altro che 20000!unico ostacolo la volontà politica! #assunzione #vincitori e #idonei @deput…,1,2015-11-17,capunzorosaria,
rt @budax81: #pasocial https://t.co/959houw1be …altro che 20000!unico ostacolo la volontà politica! #assunzione #vincitori e #idonei @grazi…,1,2015-11-17,capunzorosaria,
rt @budax81: #pasocial https://t.co/959houw1be …altro che 20000!unico ostacolo la volontà politica! #assunzione #vincitori e #idonei @matte…,1,2015-11-17,capunzorosaria,
rt @budax81: #pasocial https://t.co/959houw1be …altro che 20000!unico ostacolo la volontà politica! #assunzione #vincitori e #idonei @meb,1,2015-11-17,capunzorosaria,
rt @budax81: #pasocial https://t.co/959houw1be …altro che 20000!unico ostacolo la volontà politica! #assunzione #vincitori e #idonei @pdnet…,1,2015-11-17,capunzorosaria,
rt @budax81: #pasocial https://t.co/959houw1be …altro che 20000!unico ostacolo la volontà politica! #assunzione #vincitori e #idonei @polet…,1,2015-11-17,capunzorosaria,
rt @budax81: #pasocial https://t.co/959houw1be …altro che 20000!unico ostacolo la volontà politica! #assunzione #vincitori e #idonei @senat…,1,2015-11-17,capunzorosaria,
rt @calvanomarzia: @miursocial gennaio 2014 social big bang #pasocial @alemiglioz,1,2015-11-17,AndMarru,
rt @carlo_toscan: .@fabiazep @cittadiniditwtt @mipaafsocial anche per me risposta dipende da tipo di contenuti promossi. non credo nel no a…,1,2015-11-17,Fabiazep,
rt @carlo_toscan: .@giovanni_arata dovrebbe bastare delibera interna per autorizzarli no? soldi (pochi!) dal budget comunicazione @fabiazep…,1,2015-11-17,Fabiazep,
rt @carlo_toscan: .@marcolaudonio chi esprime perplessità sul #teammontecitorio sa a cosa va incontro :-)) abbraccio. @annamasera @danpitr …,1,2015-11-17,Danpitr,
"rt @carlo_vba: bisogna fare attenzione, perché se lo storytelling non è solido, ti si rigira contro come un boomerang. @elisacalessi #pasoc…",1,2015-11-17,elisacalessi,
"rt @carlo_vba: ""davanti alla tv, l’individuo si sentiva solo. con i social, ora può diventare influencer."" @f_piccinini #pasocial",1,2015-11-17,AndMarru,
"rt @carlo_vba: ""l’impressione è che dalla demonizzazione della tv si sia passati alla demonizzazione dello storytelling"" @fnicodemo #pasoci…",1,2015-11-17,origuz,
"rt @carlo_vba: ""lo storytelling, un racconto per un messaggio, è una grande arma se si tiene presente che è un mezzo e non un fine"" @elisac…",1,2015-11-17,Antonello2011,
rt @carlovol: @annamasera la comunicazione social della camera è disintermediata ora direttamente con il cittadino #pasocial,1,2015-11-17,Crispatola,
rt @carlovol: @marcobani una buona comunicazione non sostituisce una cattiva amministrazione #pasocial,1,2015-11-17,AndMarru,
"rt @caroppio: certamente @arpalazio @chiarabianchini. #socialcheck di facebook a parigi docet, no? #socialpa #pasocial",1,2015-11-17,NannetteConners,
"rt @caroppio: concordo @marcolaudonio. l'integrazione di tutti i canali porta al successo di una campagna di comunicazione, secondo me #pas…",1,2015-11-17,marcolaudonio,
rt @castarlu: #pasocial dimostra che i #socialmedia sono mezzi adatti a qualsiasi #comunicazione. basta usarli con intelligenza,1,2015-11-17,SVagneur,
rt @chiarabianchini: .@annamasera infografiche rendono più comprensive e divulgative le normative #pasocial,1,2015-11-17,AuroraFantin,
rt @chiarabianchini: .@annamasera su facebook della camera due post al giorno di approfondimento con immagini e infografiche e commenti ape…,1,2015-11-17,MariPanattoni,
rt @chiarabianchini: arrivata a #pasocial e naturalmente ai metal detector sono suonata xd chi ben comincia...,1,2015-11-17,tosochris,
rt @chiarabianchini: curcio: ricordiamoci la distanza tra le procedure che la #protciv ha per verificare le info e la velocità di questi st…,1,2015-11-17,valenitna,
"rt @chiarabianchini: @emergenzeprato eh di che, vi ha citati @mattbiff #pasocial",1,2015-11-17,il_tempe,
"rt @chiarabianchini: @fabiazep @mipaafsocial mi ripeto non categorizziamo tra giusto e sbagliato, ma su che tipo di contenuti e con che fon…",1,2015-11-17,Fabiazep,
rt @chiarabianchini: @fdicos10 non mancherò! :d treno e iscrizione fatte! prontissima a twittare #pasocial,1,2015-11-10,fdicos10,
rt @chiarabianchini: ma 20 canali social istituzionali e 6minisiti non saranno un po' troppi? #pasocial #visitabruzzo,1,2015-11-17,diedigi,
rt @chiarabianchini: necessario integrare la comunicazione con i social network perchè spesso la notizia nasce sui social @fdicos10 #pasoci…,1,2015-11-17,lanprosistemi,
rt @chiarabianchini: per #matera2019 creato un team di cittadinidigitali che credevano nella candidatura come opportunità di innovarsi senz…,1,2015-11-17,AndMarru,
rt @chiarabianchini: riprende il pomeriggio di #pasocial con l'esperienza del @mi_bact https://t.co/zahwrld8pm,1,2015-11-17,GiuseppeAriano,
"rt @chiarabianchini: saluto #pasocial convegno interessante con tanti (forse troppi) relatori di qualità, tanti spunti e domande che non ho…",1,2015-11-17,diedigi,
rt @chiarabianchini: sono soprattutto i giovani che cercano info sull'agricoltura --&gt; una vera e propria svolta generazionale  #pasocial @m…,1,2015-11-17,lanprosistemi,
rt @chiarabianchini: .@tittipost i social sono strumenti che sono entrati nel sistema di protciv permetto di evidenziare e dare visibilità …,1,2015-11-17,danteferraris,
rt @chiarabianchini: @tittipost #socialprociv community aperta e responsabile. percorso di omogeneizzazione e autoregolamentazione ma auton…,1,2015-11-17,AndMarru,
"rt @cineca1969: i video realizzati con i droni, raccontati @barbarabarilla @visit_lazio a #pasocial
https://t.co/oqvsfpntfi https://t.co/wi…",1,2015-11-17,Gianlucapica91,
"rt @cioppyc: piccole @fioskyna crescono
#pasocial #roundtable #storytelling #tellingstories @ presidenza del… https://t.co/qe2ct6ywes",1,2015-11-17,Fioskyna,
rt @cioppyc: questa cosa che ora devo lavorare... volevo rimanere a sentire #pasocial ancora un po'. #uffa,1,2015-11-17,AndMarru,
"rt @cittadiniditwtt: .@bononlau ""strumento necessario per catturare attenzione e comunicare è il video"" #pasocial",1,2015-11-17,AndMarru,
"rt @cittadiniditwtt: .@diegociulli ""oggi gli strumenti #pasocial sono così  facili da utilizzare che non ci sono scuse""",1,2015-11-17,AndMarru,
rt @cittadiniditwtt: fare #pasocial è colorare il grigiore! @agidgov,1,2015-11-17,AndMarru,
"rt @cittadiniditwtt: giulia mottura di @istat_it: ""su #twitter segnaliamo agli utenti scorette interpretazioni di dati"" #pasocial",1,2015-11-17,AndMarru,
rt @cittadiniditwtt: @gtarpani racconta a #pasocial l'esperienza della @regioneumbria,1,2015-11-17,piciaro,
"rt @cittadiniditwtt: @gtarpani ""@sensationumbria ha fatto 45 mila visitatori"" #pasocial",1,2015-11-17,AndMarru,
"rt @cittadiniditwtt: i beni culturali, un patrimonio anche sui social https://t.co/b4dv6b3kxh #pasocial",1,2015-11-17,AndMarru,
rt cittadiniditwtt: in diretta su #periscope: mattbiff sindaco di prato a #pasocial https://t.co/jtf5l8mvt9,1,2015-11-17,NowinItaly,
"rt @cittadiniditwtt: ministeri e istat, ecco le esperienze di nuova comunicazione https://t.co/gmgxc8nibs #pasocial",1,2015-11-17,AndMarru,
"rt @cittadiniditwtt: priorità di @visit_lazio è valorizzare le piccole realtà 
#pasocial",1,2015-11-17,AndMarru,
rt @cittadiniditwtt: sentinelle accreditate un'idea quella della protezione civile di genova: formare persone che monitorano i corsi d acqu…,1,2015-11-17,AndMarru,
rt @cnrexpolab: @andreacritico grazie! mi sto divertendo moltissimo a seguire #pasocial :),1,2015-11-17,romaapiedi,
rt @cnrexpolab: #pasocial sondaggio https://t.co/jblzfoewkn,1,2015-11-17,pianetaexpo2015,
rt @cnrxexpo: @valenitna qui c'è il link a #periscope dei primi interventi. #pasocial https://t.co/dfinytwoxa,1,2015-11-17,ASLBERGAMO,
rt @cnrxexpo: @yleniagifuni senza alcun dubbio. io ho un debole per #twitter! :) #pasocial,1,2015-11-17,BGrisafi,
rt @comunicarein: #pasocial è già tt! non c'è modo migliore di una sana twittata per fare #comunicazione #social,1,2015-11-17,piciaro,
"rt @comunicazionepa: @francesco_roma credo sia un problema di gestione, se condotti bene i #pasocial sono veramente interattivi e riducono …",1,2015-11-17,ComPubblica,
"rt @comunicazionepa: gli #urp non sono sostituibili dai social, ma bisogna integrare i due mezzi di relazione #pasocial",1,2015-11-17,Zooppyx,
rt @comunicazionepa: hai colto il problema di gestione dei #pasocial  https://t.co/5qf6nbtfuu,1,2015-11-17,valenitna,
rt @comunicazionepa: la dimostrazione che @liviacolare dice il vero é l'uso di twitter durante il #pasocial,1,2015-11-17,cnrxexpo,
rt @comunicazionepa: parteciperò a il social media manager #pasocial https://t.co/jmhkjyt6o8,1,2015-11-13,visitorcity,
rt @comunicazionepa: twitter palazzo chigi é ovviamente più legato al capo governo mentre quelli delle altre #pa dovrebbero essere più isti…,1,2015-11-17,giankmes,
rt @crispatola: @mattbiff si può partire da #socialprociv per costruire canovaccio della comunicazione social in emergenza https://t.co/xie…,1,2015-11-17,AndMarru,
"rt @cristianarubbio: abbiamo una certezza a #pasocial: lo ""scusate, devo scappare"" dei relatori #vadodifretta",1,2015-11-17,piciaro,
"rt @cristianarubbio: @comunicazionepa funziona, funaziona :) basta connettersi alla wifisordi e #pasocial",1,2015-11-17,MariPanattoni,
"rt @cristianarubbio: oggi, martedì, #pasocial. vediamo che ci raccontano :) https://t.co/oebel16dyd",1,2015-11-17,fdicos10,
rt @cristianarubbio: #pasocial alla camera abbiamo un art director! e infografiche come se non ci fosse un domani.. #sapevatelo,1,2015-11-17,AndMarru,
rt @cristianarubbio: #pasocial @annamasera e la svolta digitale della camera: step1_piano editoriale. strumento1_twitter,1,2015-11-17,ComunicazionePA,
"rt @cristianarubbio: #pasocial @annamasera #infografiche: belle eh, però spiegano troppo bene le cose, anche (e soprattutto) i difetti",1,2015-11-17,ComunicazionePA,
"rt @cristianarubbio: #pasocial godiamoci questo # di gloria oggi perchè fra qualche anno non sarà più un mood,ma normale prassi lavorativa.…",1,2015-11-17,MariPanattoni,
"rt @cristianarubbio: #pasocial hanno detto ""viralizzare""? l'ha detto @istat_it",1,2015-11-17,CioppyC,
rt @cristianarubbio: #pasocial @mipaafsocial vs @annamasera rispondere o non rispondere direttamente agli utenti? urp o non urp?,1,2015-11-17,CioppyC,
"rt @cristianarubbio: #pasocial per fare una #smartcity ci vuole una pa sui social network? diciamo anche, ma non solo, che è meglio :)",1,2015-11-17,girodeicomuni,
"rt @cristianarubbio: #pasocial ""stare sui social significa stare dove sta la gente"". ok, bisogna però cercare di andare oltre al semplice s…",1,2015-11-17,piciaro,
rt @cristianarubbio: @vdr1981 @fnicodemo @alessioviola tra la tv e i social ci sono..sempre gli utenti (proprio loro) ;d #sorpresa #pasocial,1,2015-11-17,CittadinidiTwtt,
"rt @crpiemonte: la ""nostra"" @annamasera racconta la svolta digitale di @montecitorio #pasocial https://t.co/tneckexkja",1,2015-11-17,piciaro,
"rt @damienlanfrey: oggi a #pasocial tifiamo @alemiglioz. c'è la sua mano dietro a tante innovazioni @miursocial, ed è solo l'inizio cc @dsk…",1,2015-11-17,virgiliofalco,
rt @danmor62: #pasocial informazione pa si cerca quando serve non quando prodotta. noi siamo piattaforma. google italia propone alleanza is…,1,2015-11-17,ASLBERGAMO,
rt @danmor62: #pasocial in programma esperienze social media avanzate dei comuni italiani.  tante. si parlerà del ruolo dell'anci,1,2015-11-17,AndMarru,
"rt @datasyssrl: #pa #digitale, i 10 trend: #omnichannel, #opendata, #iot, #cloud... &gt;&gt; https://t.co/yhyvtbnz3y 
#pasocial https://t.co/0q2z…",1,2015-11-17,cliffordious,
rt @diedigi: .@barbaragiuditta @comunedibari molto interessante anche l'app per segnalare con una foto i sinistri etc. direttamente al comu…,1,2015-11-17,piciaro,
rt @diedigi: personalmente nella mia tesi sui capoluoghi indicavo i rt come una apertura della pa in senso dialogico https://t.co/bo32olupq…,1,2015-11-17,larobiz,
"rt @diedigi: #pizzarotti ""twitter è abbastanza monodirezionale e più semplice"" ... che ne pensate? #pasocial",1,2015-11-17,AmazzoneEuterpe,
rt @d_mondatore: con #pasocial si potrà seguire la diretta https://t.co/urlfnvhkvg,1,2015-11-14,CittadinidiTwtt,
rt @dpcpat1: anche #protezionecivile del #trentino a #pasocial 17/11 @palazzo_chigi stati generali nuova comunicazione pubblica https://t.c…,1,2015-11-10,fdicos10,
rt @egrejob: #pasocial communicating #greenjobs opportunities in #med countries,1,2015-11-17,INTERREGTweets,
"rt @eidosco: comunicare con i social nella pubblica amministrazione → http://t.co/s0iom1mses

#socialnetwork #pubblicaamministrazione #paso…",1,2015-11-17,FalcionelliFede,
rt @elisacalessi: a @palazzo_chigi per gli stati generali della nuova comunicazione pubblica. #pasocial @fnicodemo https://t.co/5gg2hy4ey9,1,2015-11-17,AndreaCasu3,
rt @ellefive: contenitore senza contenuto = comunicazione fallimentare #pasocial,1,2015-11-17,MariPanattoni,
"rt @ellefive: le istituzioni sono su tw per raccontare delle storie, per imparare e per connettersi  #pasocial",1,2015-11-17,AndMarru,
rt @ellefive: roma arriviamo #pasocial @turismoveneto,1,2015-11-17,AndMarru,
rt @ellefive: twitter piattaforma migliore per l'ascolto #pasocial @andmarru @turismoveneto,1,2015-11-17,AndMarru,
rt @emergenzeprato: #pasocial emergenzeprato è un esperimento fatto a #prato per distribuire contenuti sull'emergenza su #twitter #telegram…,1,2015-11-17,nuppolina,
"rt @ercivettone1: oh regà, basta co sti selfie...avete rotto il cazzo #pasocial",1,2015-11-17,gibergantin,
rt @fabiazep: la @reg_campania utilizza #fondiue per finanziare un team di comunicazione e social (x 5 anni) #pasocial,1,2015-11-17,AndMarru,
"rt @fabiazep: quando il servizio è social: @waze_it 
@diegociulli #pasocial",1,2015-11-17,CittadinidiTwtt,
"rt @fabiomarcarell: #pasocial ricordiamoci che molti dipendenti della pa non conoscono nemmeno il significato di browser, network",1,2015-11-17,medicojunghiano,
rt fdicos10: governo alla prova social. 17/11 a #pasocial esperienze palazzo_chigi miursocial mipaafsocial mi_bact… https://t.co/ujv3v6lb03,1,2015-11-10,NowinItaly,
rt @fdicos10: la comunicazione statistica attraverso il web. ll 17/11 a #pasocial l'esperienza @istat_it https://t.co/4w33jrleor,1,2015-11-10,CittadinidiTwtt,
"rt @federva: [best practice #pasocial: @montecitorio]
i tweet come risposta alle richieste degli utenti, no reply diretto.",1,2015-11-17,MariPanattoni,
rt @federva: in italia divario tra grande offerta di servizi digitali nelle pa ma scarsa domanda e utilizzo. @agidgov @cittadiniditwtt #pas…,1,2015-11-17,YleniaGifuni,
"rt @federva: l'apertura di @montecitorio ai social tra strategie, step, nuovi professionisti e commissioni di studio. lo racconto @annamase…",1,2015-11-17,ComPubblica,
"rt @federva: le pa hanno compreso che i social sono strumenti di lavoro, non x smanettoni o divertirsi: il social big bang visto da @alemig…",1,2015-11-17,AleMiglioz,
"rt @fsesicilia2020: #savethedate: 17/11/15 roma, convegno il social media manager. se fai questo, sarebbe giusto andare. #pasocial https://…",1,2015-11-11,fdicos10,
rt @fstoscana: l'importanza dei social media e del social media manager nella comunicazione pubblica. al via l'incontro #pasocial https://t…,1,2015-11-17,piciaro,
rt @gabriandreozzi: se ci fosse un @blablacarit per #pasocial da #firenze ci faccio un pensiero @fdicos10,1,2015-11-10,fdicos10,
"rt @gianlubrignola: 26 mln di italini attivi mensilmente su fb. ma la realtà è altro, nei territori livello di alfabetizzazione digitale ba…",1,2015-11-17,pierdieter,
rt @gianlubrignola: il difficile sta nel far capire a tanti troppi che oltre agli insulti dai social può arrivare qualcosa di utile anche n…,1,2015-11-17,vdr1981,
rt @gianlubrignola: un'enorme quantità di #opendata prodotti dalla #pa. tutti a chiedere trasparenza ma l'utente medio non sa neanche come …,1,2015-11-17,vdr1981,
rt @gianlubrignola: usare i contenuti come risposta. un consiglio che tornerebbe utile anche per tanti account personali @annamasera @vdr19…,1,2015-11-17,vdr1981,
"rt @giannilabbate: peccato non esserci. mi chiedevo, come formare un urp, renderlo social in una pa ferma con le assuzioni per il patto di …",1,2015-11-17,diedigi,
"rt @giopellix: oggi a #roma il focus sul social media manager, tra nuove opportunità di #comunicazione e #lavoro #pasocial https://t.co/88n…",1,2015-11-17,danteferraris,
"rt @girodeicomuni: @anci_comunicare @palazzo_chigi ottima iniziativa, ma non dimentichiamo di curare i portali internet dei comuni italiani…",1,2015-11-17,FalcionelliFede,
rt @giuliaspiniello: .@marcolaudonio su nuovo canale #youtube di @mef_gov a #pasocial https://t.co/vcxocuxie9,1,2015-11-17,marcolaudonio,
rt @giuseppeariano: la #gentilezza un fondamento per la #pasocial  https://t.co/rddmtjtall,1,2015-11-13,SPontremoli,
rt @giuseppeariano: #pasocial social media e #pa. ci sarò!  https://t.co/itj4pigcvq,1,2015-11-13,visitorcity,
"rt @giuseppelanese: a roma, martedì 17 novembre, gli stati generali della nuova comunicazione pubblica. #pasocial https://t.co/qo92vnmbkc",1,2015-11-10,fdicos10,
"rt https://t.co/x6y1fguxnh 
@mi_bact @miursocial @palazzochigi tutti presenti #visitorsroma #pasocial #visitromachigipalace attend @fdicos10",1,2015-11-13,visitorcity,
"rt @ilasalvi: emergenze nn nascono da un tweet, ma social possono essre amplifcatore x crisi che comunità stentano a rappresentare #pasocia…",1,2015-11-17,Crispatola,
"rt @ilasalvi: @gianlucagarro @fdicos10 ascoltare dal vivo molto interessante, però anche seguendo #pasocial via #twitter hai una discreta c…",1,2015-11-17,fdicos10,
"rt @ilasalvi: &gt; oggi comunicazione d #protezionecivile deve intercettare la vita delle comunità con nuovi strumenti, che permettono interaz…",1,2015-11-17,AndMarru,
rt @ilasalvi: ora a #pasocial titti postiglione #dpc parla del percorso #socialprociv per la comunicazione di #protezionecivile a diversi l…,1,2015-11-17,danteferraris,
rt @ipzsofficial: a #pasocial per interagire al meglio pa @miursocial @mef_gov @mipaafsocial @palazzo_chigi @montecitorio @minsviluppo,1,2015-11-17,MEF_GOV,
rt ipzsofficial: a #pasocial per interagire al meglio pa miursocial mef_gov mipaafsocial palazzo_chigi montecitorio minsviluppo,1,2015-11-17,NowinItaly,
rt @istrnd: #pasocial è ormai una tendenza in italy https://t.co/hzmvqjg8mj,1,2015-11-17,danteferraris,
rt @italia_tt: #pasocial è entrato in tt italia alla posizione 3,1,2015-11-17,AndMarru,
"rt @italia_tt: #tt italiani delle 07:58
1. #1dit
2. #inmente
3. haylor
4. #nonstopnews
5. #pasocial",1,2015-11-17,sofia_J_Tomlins,
"rt @italia_tt: #tt italiani delle 09:18
1. #1dit
2. #inmente
3. #terremoto
4. haylor
5. #pasocial",1,2015-11-17,KillerPizzaaaa,
"rt @italia_tt: #tt italiani delle 11:19
1. #1dit
2. #pasocial
3. #inmente
4. #terremoto
5. #coffeebreakla7",1,2015-11-17,AleMiglioz,
"rt @italia_tt: #tt italiani delle 12:19
1. #1dit
2. #pasocial
3. #inmente
4. #whenwewereyoung
5. #coffeebreakla7",1,2015-11-17,NicoleSansano,
"rt @italia_tt: #tt italiani delle 13:00
1. #1dit
2. #pasocial
3. #ioetalks
4. #inmente
5. #whenwewereyoung",1,2015-11-17,grazia090,
"rt @italia_tt: #tt italiani delle 15:00
1. #1dit
2. #amicicasting
3. #pasocial
4. #twittamibeautiful
5. #whenwewereyoung",1,2015-11-17,vivimitiprego,
"rt @italia_tt: #tt italiani delle 15:20
1. #1dit
2. #amicicasting
3. #pasocial
4. #whenwewereyoung
5. #francescamichielinblueroom",1,2015-11-17,pino__ricci,
"rt @italia_tt: #tt italiani delle 15:40
1. #1dit
2. #6yearsofmyworld
3. #francescamichielinblueroom
4. #amicicasting
5. #pasocial",1,2015-11-17,qolifabeqel,
"rt @ivoriccio: concordo, questo è un altro aspetto trascurato, insieme alle metriche (kpi) quasi mai citate #pasocial  https://t.co/f7kndjt…",1,2015-11-17,diedigi,
rt @ivoriccio: l'importanza dei profili social ufficiali nella comunicazione pubblica. al via #pasocial https://t.co/tifdivncmk,1,2015-11-17,piciaro,
rt @jessicacerino: #pasocial #storytelling riflettere sul ruolo della memoria collettiva. dove finisce la nostra cultura digitale? #smm #gi…,1,2015-11-17,CittadinidiTwtt,
rt @jessicacerino: #pasocial: un intero evento a usare social network per dire 'social media'? almeno noi 'esperti' facciamo una distinzion…,1,2015-11-17,danteferraris,
rt @lanprosistemi: anche la città di matera è presente con un video #pasocial @mi_bact,1,2015-11-17,AndMarru,
rt @lanprosistemi: gestione delle emergenze con i social #pasocial @palazzo_chigi https://t.co/vrqwqafevv,1,2015-11-17,danteferraris,
rt @lanprosistemi: il museo che vorrei #pasocial @palazzo_chigi @mi_bact https://t.co/spd5qezhzc,1,2015-11-17,GiuseppeAriano,
rt @lanprosistemi: la regione abruzzo inizia nel 2011 la strategia @palazzo_chigi #pasocial,1,2015-11-17,AndMarru,
rt @lanprosistemi: la regione umbria crea applicazioni di supporto social con marchio umbria #pasocial @palazzo_chigi @mi_bact,1,2015-11-17,AndMarru,
"rt @lanprosistemi: manifesto per un utilizzo razionale dei social on emergenze pubblica "" @palazzo_chigi #pasocial https://t.co/wmc2qxcltx",1,2015-11-17,danteferraris,
rt @lanprosistemi: regione abruzzo iniziativa instagram con blogger su treno per promozione social #pasocial @palazzo_chigi,1,2015-11-17,MariPanattoni,
rt @lanprosistemi: regione veneto fa post anche in inglese sui social della regione #pasocial @palazzo_chigi @mi_bact https://t.co/zqqtxt42…,1,2015-11-17,AndMarru,
rt @lanzidei: in diretta su #periscope: e ora storytelling #pasocial https://t.co/diy0cr3cku,1,2015-11-17,Caroppio,
"rt @lanzidei: tra poco #pasocial, ma è già tt",1,2015-11-17,AndMarru,
rt @larobiz: @diedigi la ricordo! #pasocial,1,2015-11-17,diedigi,
rt @larobiz: un sogno che sta diventando realtà #pasocial  https://t.co/ey1p0vhwev,1,2015-11-17,AndMarru,
rt @laterrazzancona: marchetourism: rt sandromoriconi: annamasera ci illumina sulla comunicazione della montecitorio #pasocial nuove in… ht…,1,2015-11-17,eugeniosantoro,
"rt @laterrazzancona: marchetourism: rt webtoptrends: 1.#1dit
2.#pasocial
3.#inmente
4.#terremoto
5.#coffeebreakla7

17/11/2015 10:42 #w… ht…",1,2015-11-17,ChessaOrChicca,
rt @lindaemme: @annamasera racconta a #pasocial la svolta digitale di @montecitorio #opencamera https://t.co/h75l7p3m0v,1,2015-11-17,AndMarru,
rt @lindaemme: il ruolo dello #storytelling nella comunicazione pubblica a #pasocial https://t.co/aqtqvwylgu,1,2015-11-17,Fioskyna,
"rt @lindaemme: @liviacolare ""#twitter è già oltre 140 caratteri"" #pasocial",1,2015-11-17,tosochris,
"rt @lorepregliasco: a #pasocial @bononlau, @liviacolare e @diegociulli: facebook, twitter e google https://t.co/r3njjnjldy",1,2015-11-17,ilasalvi,
"rt @lorepregliasco: ""la piazza della chiesa su cui lutero affisse le sue tesi era un facebook ante litteram"" @marcobani #pasocial",1,2015-11-17,MariPanattoni,
"rt @lorepregliasco: l'expo no, vi prego #pasocial",1,2015-11-17,danteferraris,
"rt @lorepregliasco: .@marcobani: ""è difficile raccontare fatti come quello di #parigi con un tweet"" #pasocial",1,2015-11-17,danielereds1976,
"rt @lorepregliasco: parla marco bani di @agidgov: ""se non c'è comunicazione non c'è cambiamento"" #pasocial",1,2015-11-17,MariPanattoni,
rt @luciaritrovato: . @raffapontra:non dare da mangiare ai troll e non prendersi molto sul serio. regole efficaci #socialmediamanager #paso…,1,2015-11-17,sbendi,
"rt @lucioluci: e al #pasocial tocca al @miursocial, @alemiglioz e @faberfabris raccontano come hanno reso social viale trastevere https://t…",1,2015-11-17,AleMiglioz,
"rt @lucioluci: ""è il pubblico là fuori che ti osanna o ti affonda.""
@faberfabris del @miursocial cita agassi al #pasocial https://t.co/egq7…",1,2015-11-17,piciaro,
rt @marcolaudonio: #pasocial non deve fuggire da pubblicità. forse più efficace sul web che su carta,1,2015-11-17,MariPanattoni,
rt @mariapieraf: #storytelling come mezzo non come fine. non perdere di vista questo punto #pasocial @anansecommunica,1,2015-11-17,anansecommunica,
rt @mariapieraf: @visitumbria_it promuovere il territorio valorizzando le differenze #pasocial #turismo,1,2015-11-17,AndMarru,
rt @maripanattoni: .@alemiglioz del @miursocial: da gennaio 2014 riorganizzazione della presenza social del #miur #pasocial,1,2015-11-17,GazzettaDellaSc,
"rt @maripanattoni: .@marcobani @agidgov: l'italia è un paese ai primi posti per servizi digitali offerti, ma tra gli ultimi posti per utili…",1,2015-11-17,Andreacritico,
rt @massimoemme: @cittadiniditwtt @bononlau anche nella #pasocial vanno individuati gli influencers che portino altri a conoscere e veicola…,1,2015-11-17,Barbara1234M,
rt @massimoemme: come e più delle aziende la pa deve e vuole confrontarsi  e saper sfruttare le agevolazioni della rete e della mobilità.  …,1,2015-11-17,fdicos10,
rt @massimoemme: ogni #socialmediamanager  sa che la rapidità è importante ma la fretta una insidia. verificare le fonti audaces iuvant sem…,1,2015-11-17,MariPanattoni,
rt @matera2019: per #pasocial anche #matera2019 con @raffapontra e @ida_leone webteam e community per fare cultura! https://t.co/dcpk55cspa,1,2015-11-17,SaraDurantini,
"rt @millytucci: @alemiglioz ""siamo vetrine con contenuti di servizio""- internet e social servizio pubblico @saferinternetit #pasocial @digi…",1,2015-11-17,AleMiglioz,
rt @millytucci: @fdicos10 #pasocial i social strumento straordinario di una smart city https://t.co/4jo7ustrs7,1,2015-11-17,fdicos10,
rt @mipaafsocial: istituzioni sempre più social. vi aspettiamo a @palazzo_chigi il 17/11. ecco come partecipare #pasocial https://t.co/vxv0…,1,2015-11-10,CaaAcli,
"rt @mipaafsocial: #pasocial dalle istituzioni a @googleitalia, @facebook e @twitteritalia - @diegociulli, @liviacolare https://t.co/tibzv9m…",1,2015-11-17,fdicos10,
rt @mipaafsocial: #pasocial dove potete seguirci https://t.co/i7xwoq9gxp,1,2015-11-17,AleApolito,
rt @morenaragone: non mi pare di averlo letto: credo che in una #pasocial la comunicazione sia l'ultimo tassello.,1,2015-11-17,massimoemme,
"rt @nellodim: ""non esiste mezzo di comunicazione più pervasivo di internet"" @diegociulli #pasocial",1,2015-11-17,Crispatola,
rt @nellodim: tone of voice importantissimo sui social media. @annamasera #pasocial,1,2015-11-17,piciaro,
rt @nicmistermedia: la #pubblicaamministrazione sui social: come fare retweet intelligenti → http://t.co/7xfmcz76yq #pasocial http://t.co/p…,1,2015-11-17,FalcionelliFede,
rt @nicmistermedia: #pubblicaamministrazione 2.0: gli errori evitare nella gestione dei contenuti visuali → http://t.co/s7aw95ckrc #pasocial,1,2015-11-17,FalcionelliFede,
rt @nico_lazz: verso roma chissà se oggi si riesce a passare anche da  #pasocial ...,1,2015-11-17,fdicos10,
"rt @opentoscana: inizia l'ultima tavola rotonda di #pasocial ""con i social nuovi servizi e più trasparenza per i cittadini"". https://t.co/a…",1,2015-11-17,StellaTeodonio,
"rt @oprrieti: ""@annamasera: a #pasocial anche @montecitorio https://t.co/5cngnnutfo""",1,2015-11-17,romaapiedi,
"rt @parodial: un vero dispiacere non aver potuto partecipare a #pasocial. 
aspetto succosi report da @fdicos10!",1,2015-11-17,fdicos10,
